,评论ID,机型,规格,初评时间,初评内容,追评时间,追评内容,追评天数
652,1127106388334,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 11:37:59,使用了2天，拍照，录像满意，手机充电快，耗电一般，自己感觉手感好，较轻,2021-04-07 07:47:24,怎么会没有耳机孔，失望了。买之前没有认真注意，耗电快,0.0
653,1128372215543,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 11:34:30,米10拍的米11P。米10的108MP拍照超赞，自然真实。米11P屏幕清晰度高，颜色深，各有所长。米11P开机运行1天，没问题。家里N部小米手机，米8信号超赞，还没测试米11P能达到什么程度，相信米11P会比米10改进很多。,,,
654,1128371699981,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 11:33:36,刚开始以为绿色太深了，结果发现真的很好看，挺不错的，后续继续待跟进😊😊😊,,,
655,1128370687259,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 11:22:58,快充给力，拍照很清晰， 游戏流畅，机器很有漂亮。,,,
656,1127103764520,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 11:21:07,顺丰速度很快，保护的不错。手机性能很好，很流畅。拍照好评,,,
657,1127103524870,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 11:20:13,像素特别清楚，手机一点问题没有 第一次使用小米手机感觉非常奈斯👍👍👍物流也是顺丰很快 续航也可以 充电也很快打吧LOL就充满了❤️❤️,,,
658,1127536877240,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 11:12:13,手机收到还不错，不过发货的时候是不是应该包装外加一些泡沫这样保护手机，快递盒和手机盒没有保护这样不太妥,,,
659,1127536385048,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 11:08:25,宝贝收到使用了几天才来评价，使用顺畅续航可以，充电很块。好评好评好评！！！！,,,
660,1127968606212,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 11:08:05,不错，手感好，电池续航时间长，运行速度快，显示效果一流，拍照真实自然。满意的一次手机购物。,,,
661,1127100880852,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 11:03:36,小米11pro的屏幕 看着还是很舒服的 就是屏幕指纹的解锁有点不灵敏 也不知道都是这种问题还是我自己的原因,,,
662,1127099096074,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:49:08,其他特色：可惜没有红外人脸识别，晚上比较难识别。还有下载视频和玩游戏机身确实会比较热，其他时候就好很多。重量有一些，也还能够接受，毕竟屏幕大。后头主镜头突出，注意保护。紫色真的很美，很适合女生，推荐。 拍照效果：效果不错，会防抖，能抓拍。自动调整照片颜色 电池续航：一天没问题，就是要用67w充，不然会很慢，打游戏或下载视频时比较不耐抗 运行速度：杠杠的不卡顿 显示效果：确实跟苹果有得一比。眼睛舒服多了。,,,
663,1127965486511,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:47:50,拍照效果：平时基本也就拍工作日志照片，同事都觉得我的拍出来更好 电池续航：续航一天一充，够用 运行速度：速度还是跟以前一样快，系统也越来越简洁实用 显示效果：比之前用的华为mate40pro更适合我,,,
664,1127098712170,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:45:43,一直用小米，旗舰机闭眼入从不会让我失望,,,
665,1127097728406,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:41:42,手感舒适，屏幕清晰丝滑顺溜，续航可以，长时间游戏发热不重，音质好，拍照色彩*真，不愧机皇称谓,,,
666,1127097580530,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:41:30,很好，很喜欢！,,,
667,1127096920621,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:35:33,小米第一次用感觉还不错速度挺快特别是米优12非常满意里面内置的主题和壁纸非常漂亮,,,
668,1128362975257,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:34:59,发货快，物流迅速，宝贝不错，信号强，试了跑分80万+，配置及流畅没得说，赞一个！,,,
669,1128362291190,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 10:31:52,其他特色：犹豫了好久还是留下了，这款手机感觉对我来说有些大，而且有点重，但是越看越好看，颜值还是可以的 拍照效果：夜拍清晰，超广角也OK，日常使用可以了（而且还有修图🌚） 电池续航：还可以，夜晚八小时掉了10%，充电用它自己的充电器挺快的 通信音质：还没试过 运行速度：可以，偶尔有些发热，这个后期应该可以修复 显示效果：屏幕确实挺大的，比较长，画质可以，就是看视频的时候黑边边有点多，打游戏的时候也有点长，可能习惯就好了,,,
670,1127962382915,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 10:30:00,绿色真的是我的心头爱呀🌸🌸🌸 刚拿到手，手感非常不错，还送了手机壳，还有一张卡😁😁😁 拍照真的好绝，其他的使用后再来追评,,,
671,1127095352594,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:25:17,拍照效果：贼棒 电池续航：一天一充吧，充电速度挺快的 运行速度：挺快的 预售凌晨付款，当天就到了，使用感觉很好，手感很棒，微弧的边不影响显示，本来以为888的功耗会很厉害，实际使用倒还好 显示效果：平时是把2k和12hz关了的,,,
672,1127093496867,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:15:45,手机特别棒，充电速度很快，耗电慢，相机拍照特别清晰，哈曼卡顿扬声器发出的声音十分立体，手机后盖的紫色真的特别好看，爱不释手！,,,
673,1127527245606,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 10:12:12,不赖,,,
674,1127091932617,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 10:04:52,东西可以拍照。清晰。就是有点厚和重了。但是5000毫安电池可以冷了这一点。值得购买。,,,
675,1128356735286,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 09:57:29,感觉买的很值，拍照也很不错，各方面都很满意，赞赞赞,,,
676,1127955614664,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 09:47:45,屏幕还是没有三星s20好。颜色明显偏素，不够艳丽。不过充电速度可以，基本50分钟内充满。手感比较重，手机也比较厚。好评好评!,,,
677,1128354659422,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 09:43:41,手机收到了外观做工确实漂亮！拿着手机非常棒！小米11pro确实不错没有失望舒服！,2021-04-06 09:47:55,小米11pro收到用了几天真的蛮好的也舒服再用段时间再追评吧！,0.0
678,1127086748230,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 09:33:06,多年后又一次用上了小米，物流速度真的快，手机当天就到了。,,,
679,1128352399711,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 09:33:02,以前使用的是华为手机，几本玩法都差不多，没什么不适应。屏幕真大，耗电有点快。其它方面以后再来评。,,,
680,1127084268091,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 09:16:10,手机很流畅，拍照效果好，充电速度超快。,,,
681,1127083208677,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 09:12:40,手机收到了，包装很完美，还送十周年纪念卡,,,
682,1127083108060,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 09:09:11,周五手机摔坏了，精挑细选选中了小米11pro，第一次买小米，到货很惊艳，充电超级超级快，两手机换机很快，经过三天的原始生活，终于可以畅快使用新手机了，慢慢探索中&hellip;&hellip;,,,
683,1127082688757,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 09:07:25,挺好,,,
684,1127081928857,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 09:04:21,很好很强大支持小米产品,,,
685,1127515949035,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 08:57:01,非常赞 包装很喜欢 物流很快！期待使用感受！！,,,
686,1128346971555,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 08:55:32,第一次用小米手机，但是每次发布会都准时观看，这次实在忍不住换了一个，跟随雷总的理念走，没错的，上手体验很不错，正在适应，希望小米给我对手机新的体验！,,,
687,1128347139138,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 08:55:03,期待的手机终于来了，最震撼我的是音响效果，打开手机音乐就像打开音响，太震撼了！还送手机壳,,,
688,1127946790393,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 08:51:12,拍照效果：非常好 运行速度：不错 手机颜值很高，其他等待使用测试,,,
689,1127946458537,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 08:46:40,刚到手，看着还可以，第一次用小米手机，希望不会砸了，,,,
690,1127513697056,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 08:40:03,速度很快，夜晚照相黑科技相当不错，打王者相当快，点赞！！！！！！,,,
691,1128343851409,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 08:32:10,发布小米11的时候就准备入手11的，我个人喜欢拍照，然后在刷抖音的时候，说小米11Pro拍照更强大，心中就想着要等11pro。11pro拿到手感觉确实不一样，更方面很不错，机身选择绿色的个人觉得超好看，一句话：&ldquo;终于等到你&rdquo;,,,
692,1127944426162,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 08:27:56,Pro的外观和配置都很棒，安卓机皇实至名归,,,
693,1127077568535,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 08:27:29,第一次用小米手机，感觉还行吧，让我最不能接受的电池续航能力并没有那么强，从我拿到手机到当天晚上已经充了两次电，还是没有打游戏和长时间刷抖音情况下，充电还重启手机，询问售后，没有说什么情况，直接让我去售后店，让我很失望😞，有些APP还会出现自动退出。拍照效果还好。,,,
694,1127510741782,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 08:13:28,其他特色：不愧是旗舰机 拍照效果：杠杠的 电池续航：充电在飞一样 通信音质：双扬声一点问题没有 运行速度：一点毛病没有 显示效果：感觉以前用的是老人机一样,,,
695,1127942414868,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-06 08:09:05,太棒了，手机手感很好，十分流畅，没有卡顿现象，充电速度快，拍照非常清楚，微距多很惊讶，运行速度非常快，下载快,,,
696,1127509433971,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 07:55:37,手机很流畅。颜色也很漂亮，拍照也特别清楚。真的是国货之光了！！！！！这个价位很值！！！！,,,
697,1127508985732,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-06 07:42:31,从北京发货的，两天到广州，一直很期待，拿到手感觉还不错，就是指纹输入的时候遇到点问题，那个白色光圈一直亮，然后指纹输入不了，不过把屏幕关掉又没问题。现在正常在用了，还不错，暂时没其他问题。,,,
698,1127508737641,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-06 07:37:11,拍照效果：拍照非常清晰 很远的地方都能拍的清楚 运行速度：骁龙888处理器非常快 舒服 显示效果：显示效果清晰 细腻 非常好用,,,
